,api,class,cloudEnv,component,correlationId,developmentDevice,durationInMs,host,httpStatus,logEnv,method,principal,requestId,requestURI,requestURL,signature,signatureFull,signatureId,threadName,userAgent,timestamp
10,device,DeviceApiV2DeviceController,production,core-cloud,CCB:0e8959d5-d387-4b88-a4e3-30828da2c9b5,,43,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,2da48e82-2575-4638-b5e8-f3348cfc3b9c,53c0faf68ac259682a6e22c5b43fc7ec,/device-api/v2/devices/2da48e82-2575-4638-b5e8-f3348cfc3b9c/tasks,https://connect.g2bcc.com/device-api/v2/devices/2da48e82-2575-4638-b5e8-f3348cfc3b9c/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-158,"sharedlogic/2.15.11-0 (bsp 9.4.0-1, model 3.35.363-1)",2025-01-16 08:45:23.453
11,device,DeviceApiV2DeviceController,production,core-cloud,CCB:0b8bcaf2-ebed-4cb3-897b-479732d443a4,,51,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,212c1cdf-045f-461c-9731-bfc453b04ac1,e22cae714956d0206ec218a53076bec4,/device-api/v2/devices/bacb21cf-7f40-4b85-8ec5-3daf220735f5/data,https://connect.g2bcc.com/device-api/v2/devices/bacb21cf-7f40-4b85-8ec5-3daf220735f5/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-67,,2025-01-16 08:45:23.450
12,device,DeviceApiV2DeviceController,production,core-cloud,CCB:17b80f3f-70e0-434e-ae56-03478403301c,,41,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,0e5e094e-e43c-4b4c-9e72-e2376d4932fb,f15d4f95efad9d30924fb6e13e9e16ca,/device-api/v2/devices/0e5e094e-e43c-4b4c-9e72-e2376d4932fb/tasks,https://connect.g2bcc.com/device-api/v2/devices/0e5e094e-e43c-4b4c-9e72-e2376d4932fb/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-133,"sharedlogic/4.26.2 (bsp 13.12.1, model 1.1.6, bootloader 2019.01.0, fieldbus 01.02.0002)",2025-01-16 08:45:23.461
13,device,DeviceApiV2DeviceController,production,core-cloud,CCB:2d1cf649-6b9f-4300-ae85-3c8ca00c5190,,76,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,6db85a80-0e69-4a97-b293-b70268248d03,4c8e88e962e454bd6e0e4d844f666e19,/device-api/v2/devices/6db85a80-0e69-4a97-b293-b70268248d03/tasks,https://connect.g2bcc.com/device-api/v2/devices/6db85a80-0e69-4a97-b293-b70268248d03/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-147,"sharedlogic/4.26.2 (bsp 13.12.1, model 1.1.6, bootloader 2019.01.0, fieldbus 01.02.0002)",2025-01-16 08:45:23.427
14,device,DeviceApiV2DeviceController,production,core-cloud,CCB:ce4dbc4b-5ad6-40fd-b00b-0f1218db1011,,51,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,2facd397-39aa-4e7b-8d38-ca8071b62151,5aea684f64576665df9eaeecb2c71632,/device-api/v2/devices/a119d684-1187-4ade-9a59-c44dc7631cc9/tasks,https://connect.g2bcc.com/device-api/v2/devices/a119d684-1187-4ade-9a59-c44dc7631cc9/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-84,,2025-01-16 08:45:23.455
15,device,DeviceApiV2DeviceController,production,core-cloud,CCB:ab4f87e2-5959-4933-8606-04130e0b2f25,,58,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,dd5f8019-0866-4305-bc94-fefc0d0684a8,49f9c50186b1a39283b8532980600a5a,/device-api/v2/devices/dd5f8019-0866-4305-bc94-fefc0d0684a8/data,https://connect.g2bcc.com/device-api/v2/devices/dd5f8019-0866-4305-bc94-fefc0d0684a8/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-92,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.2, bootloader 2022.02.0, fieldbus 01.05.0000)",2025-01-16 08:45:23.454
16,device,DeviceApiV2DeviceController,production,core-cloud,CCB:7dec4bbd-a7fd-4c7a-878f-3804c0a9b649,,59,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,252d8667-4b09-47f7-94e7-2e1a1b000eb4,8433b32031b1a7ebb06c6b044f1d1fcb,/device-api/v2/devices/252d8667-4b09-47f7-94e7-2e1a1b000eb4/tasks,https://connect.g2bcc.com/device-api/v2/devices/252d8667-4b09-47f7-94e7-2e1a1b000eb4/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-183,"sharedlogic/2.15.11-0 (bsp 9.4.0-1, model 3.35.363-1)",2025-01-16 08:45:23.453
17,device,DeviceApiV2DeviceController,production,core-cloud,CCB:4fe22868-dda4-401b-8b8b-e31863592f3a,,58,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,2097d9a8-46fc-4ea8-8b3d-6cb7279ee4e5,e07a4d8b2f4fe19709228c155d6e45cf,/device-api/v2/devices/2097d9a8-46fc-4ea8-8b3d-6cb7279ee4e5/data,https://connect.g2bcc.com/device-api/v2/devices/2097d9a8-46fc-4ea8-8b3d-6cb7279ee4e5/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-38,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.2.1, bootloader 2022.02.0, fieldbus 01.05.0004)",2025-01-16 08:45:23.454
18,device,DeviceApiV2DeviceController,production,core-cloud,CCB:84bd759f-9d88-48b1-900b-fe4d9a68fc6a,,8,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,f1b3724c-674e-4931-b7b3-680b3e172de3,8fd3b462f046ae30641f83efae7654d5,/device-api/v2/devices/f1b3724c-674e-4931-b7b3-680b3e172de3/tasks,https://connect.g2bcc.com/device-api/v2/devices/f1b3724c-674e-4931-b7b3-680b3e172de3/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-96,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.2, bootloader 2022.02.0, fieldbus 01.05.0000)",2025-01-16 08:45:23.482
19,device,DeviceApiV2DeviceController,production,core-cloud,CCB:61364666-4a95-45ef-bc2b-da0ed9a5c583,,8,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,93edbdf9-7daf-4d29-90d1-2045c3418efd,5c0f8e58f33958ed1509f295c3ccd5b8,/device-api/v2/devices/93edbdf9-7daf-4d29-90d1-2045c3418efd/tasks,https://connect.g2bcc.com/device-api/v2/devices/93edbdf9-7daf-4d29-90d1-2045c3418efd/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-43,"sharedlogic/3.17.2-0 (bsp 10.5.0-0, model 3.46.386-0, bacnet 2.1.0)",2025-01-16 08:45:23.485
20,device,DeviceUpdateApiController,production,core-cloud,CCB:1429bf09-fff3-4686-a391-629aff83f09f,,49,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,POST,f99cf9f0-c09e-48ed-99c1-4d0845dd7f1f,4b85ed0eceb0a1d43bd815e1a904ae31,/device-api/update,https://connect.g2bcc.com/device-api/update,"DeviceUpdateApiController.postUpdateInquiry(UpdateInquiry,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.base.DeviceUpdateApiController#postUpdateInquiry(UpdateInquiry, HttpServletRequest)",1aciv1okgkzbs,http-nio-8080-exec-3,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.6, bootloader 2022.02.0, fieldbus 01.05.0002)",2025-01-16 08:45:23.445
21,device,DeviceApiV2DeviceController,production,core-cloud,CCB:eaebf2c2-fd30-4152-ad48-bac08a9f69c0,,9,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,a763287b-dd34-4bcc-8a00-5614ced15cec,2bf44fb7c2e17209606b1e87a898b5ca,/device-api/v2/devices/126f23fe-dac3-4c12-bd1a-8e188c9c82b9/tasks,https://connect.g2bcc.com/device-api/v2/devices/126f23fe-dac3-4c12-bd1a-8e188c9c82b9/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-70,,2025-01-16 08:45:23.489
22,device,DeviceApiV2DeviceController,production,core-cloud,CCB:493dfe15-bec7-4e19-b4f8-b770d88af8a2,,11,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,1c67a897-9f6f-490e-a9ca-36d11a5bc487,5824716a3305c3b9f66ef44875a839fa,/device-api/v2/devices/6bb5ce2b-4362-4878-ae9d-fa01984a0bde/tasks,https://connect.g2bcc.com/device-api/v2/devices/6bb5ce2b-4362-4878-ae9d-fa01984a0bde/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-70,"sharedlogic/4.4.1-0 (bsp 12.2.1-0, model 1.2.4-0, bacnet N/A)",2025-01-16 08:45:23.499
23,device,DeviceApiV2DeviceController,production,core-cloud,CCB:d1ec598f-a022-45ba-9228-75e8d9ed1168,,57,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,8926f9bc-34be-45e3-93a4-44c93e12b23b,3116be83810ef8512eb822bee71fa890,/device-api/v2/devices/62937099-a961-45ab-8ad5-e7fcab31ba75/tasks,https://connect.g2bcc.com/device-api/v2/devices/62937099-a961-45ab-8ad5-e7fcab31ba75/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-170,,2025-01-16 08:45:23.461
24,device,DeviceApiV2DeviceController,production,core-cloud,CCB:255fe08b-6bcc-4734-80af-69ce0afea302,,67,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,48883717-cd25-48bd-a549-86f0375a353d,e9895ea9fcf7371d999240fc149d0995,/device-api/v2/devices/85cb5adc-8ea5-4596-9967-038401c1162f/tasks,https://connect.g2bcc.com/device-api/v2/devices/85cb5adc-8ea5-4596-9967-038401c1162f/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-31,"sharedlogic/4.4.1-0 (bsp 12.2.1-0, model 1.2.4-0, bacnet N/A)",2025-01-16 08:45:23.451
25,device,DeviceApiV2DeviceController,production,core-cloud,CCB:36685312-e623-4658-adba-ba2f02f29629,,23,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,9672c73e-e421-4a6e-bf43-53497b9a1017,5de6023d2f18c259849c589625a8b540,/device-api/v2/devices/9672c73e-e421-4a6e-bf43-53497b9a1017/tasks,https://connect.g2bcc.com/device-api/v2/devices/9672c73e-e421-4a6e-bf43-53497b9a1017/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-141,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.6, bootloader 2022.02.0, fieldbus 01.05.0002)",2025-01-16 08:45:23.501
26,device,DeviceApiV2DeviceController,production,core-cloud,CCB:10148b8f-282c-4da0-9259-cdae74132541,,48,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,890695da-bed1-4099-83cc-d7b24fab6c28,d56a98bf74b5e5981da7e0856190b763,/device-api/v2/devices/890695da-bed1-4099-83cc-d7b24fab6c28/tasks,https://connect.g2bcc.com/device-api/v2/devices/890695da-bed1-4099-83cc-d7b24fab6c28/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-99,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.1.6, bootloader 2022.02.0, fieldbus 01.05.0002)",2025-01-16 08:45:23.478
27,device,DeviceApiV2DeviceController,production,core-cloud,CCB:f82a8305-2ca9-473f-8354-432fca922402,,29,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,f627ac3e-c360-4cb9-81ad-6b21894261e5,1f63f8d8bec51980e85800f9276e421f,/device-api/v2/devices/f627ac3e-c360-4cb9-81ad-6b21894261e5/tasks,https://connect.g2bcc.com/device-api/v2/devices/f627ac3e-c360-4cb9-81ad-6b21894261e5/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-14,"sharedlogic/5.21.4 (bsp 14.11.2, model 2.2.1, bootloader 2022.02.0, fieldbus 01.05.0004)",2025-01-16 08:45:23.499
28,device,DeviceApiV2DeviceController,production,core-cloud,CCB:c5e810c7-c3a8-416f-9dfc-24b855c1dc20,,67,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,121dd543-cabb-412a-895f-76b35eadec42,bad0ac1b0d36c1029be35f7f69a670b2,/device-api/v2/devices/2bb36d76-05c5-4456-8e8d-eb01c335ce2c/data,https://connect.g2bcc.com/device-api/v2/devices/2bb36d76-05c5-4456-8e8d-eb01c335ce2c/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-39,,2025-01-16 08:45:23.466
29,device,DeviceApiV2DeviceController,production,core-cloud,CCB:d9dfb0a2-bd6f-4a42-a675-9deb3f4621fc,,23,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,5f9ea151-9b57-4dc6-92ce-6ea57f3dd838,11b4ef1a0b24512815a59d4fecd5c413,/device-api/v2/devices/856a2145-a57c-4377-836a-ca9f549dd8db/tasks,https://connect.g2bcc.com/device-api/v2/devices/856a2145-a57c-4377-836a-ca9f549dd8db/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-44,,2025-01-16 08:45:23.515
30,device,DeviceApiV2DeviceController,production,core-cloud,CCB:1feaeb47-2db7-417a-9aba-62c85d264ecc,,17,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,9c836346-c2d2-4fe3-bfd8-ec542105def2,738e0c86740da7e6d483eabe0bc84dfd,/device-api/v2/devices/9c836346-c2d2-4fe3-bfd8-ec542105def2/tasks,https://connect.g2bcc.com/device-api/v2/devices/9c836346-c2d2-4fe3-bfd8-ec542105def2/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-78,"sharedlogic/3.17.2-0 (bsp 10.5.0-0, model 3.46.386-0, bacnet 2.1.0)",2025-01-16 08:45:23.524
31,device,DeviceApiV2DeviceController,production,core-cloud,CCB:1a0ca1fa-6d31-4ecc-9fd0-844ad3421e24,,23,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,200,production,GET,89c0a7d8-a3e3-4738-a781-a43b9def9742,62b00057ab1957deb436c87fa6d53a74,/device-api/v2/devices/32f2f325-6a33-405f-913c-dcbe67d29616/tasks,https://connect.g2bcc.com/device-api/v2/devices/32f2f325-6a33-405f-913c-dcbe67d29616/tasks,"DeviceApiV2DeviceController.getTaskList(String,Integer)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#getTaskList(String, Integer)",111elm3x3ote5,http-nio-8080-exec-186,,2025-01-16 08:45:23.519
32,device,DeviceApiV2DeviceController,production,core-cloud,CCB:a859b81c-303d-4b8f-8409-5d39ab0f1732,,62,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,f71d3fef-a6d1-41bb-b4d7-7a0d49c71a13,ce013e3f5e58a0b7f53fb00a294b98ee,/device-api/v2/devices/f71d3fef-a6d1-41bb-b4d7-7a0d49c71a13/data,https://connect.g2bcc.com/device-api/v2/devices/f71d3fef-a6d1-41bb-b4d7-7a0d49c71a13/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-198,"sharedlogic/2.15.11-0 (bsp 9.4.0-1, model 3.42.981-0)",2025-01-16 08:45:23.482
33,device,DeviceApiV2DeviceController,production,core-cloud,CCB:240cd990-a4fa-4d04-9d58-9f9424b99124,,71,logsearch-lifeline-agent-stateful-0.logsearch-lifeline-agent-stateful.default.svc.cluster.local,204,production,POST,fb293cc1-0ab8-454f-b360-5e0090e8181d,72049c96f23e0389ad15819080179580,/device-api/v2/devices/fb293cc1-0ab8-454f-b360-5e0090e8181d/data,https://connect.g2bcc.com/device-api/v2/devices/fb293cc1-0ab8-454f-b360-5e0090e8181d/data,"DeviceApiV2DeviceController.postDeviceData(String,DeviceDataV2,HttpServletRequest)","ch.belimo.cloud.server.deviceapi.v2.DeviceApiV2DeviceController#postDeviceData(String, DeviceDataV2, HttpServletRequest)",chwok6y2w4pb,http-nio-8080-exec-33,"sharedlogic/3.17.2-0 (bsp 10.5.0-0, model 3.46.386-0, bacnet 2.1.0)",2025-01-16 08:45:23.479
